"id","name","symbol","slug","num_market_pairs","date_added","tags","max_supply","circulating_supply","total_supply","platform","cmc_rank","last_updated","quote"
3812,"Flexacoin","FXC","flexacoin",17,"2019-03-22T00:00:00.000Z","[""medium-of-exchange"",""payments""]",100000000000,11078561438,11078561438,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x4a57e687b9126435a9b19e4a802113e266adebde""}",123,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.00637768350309,""volume_24h"":309464.093205138,""percent_change_1h"":-0.571462,""percent_change_24h"":-25.1267,""percent_change_7d"":-33.9392,""market_cap"":70655558.52110162,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
693,"Verge","XVG","verge",51,"2014-10-25T00:00:00.000Z","[""mineable"",""multiple"",""medium-of-exchange"",""privacy""]",16555000000,16363003343.3634,16363003343.3634,,124,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.00431229838495,""volume_24h"":1441764.0373402,""percent_change_1h"":-0.12381,""percent_change_24h"":-2.57568,""percent_change_7d"":-1.51616,""market_cap"":70562152.89051743,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
3640,"Livepeer","LPT","livepeer",10,"2018-12-19T00:00:00.000Z","[]",,20550813.9583478,22245170.9583478,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x58b6a8a3302369daec383334672404ee733ab239""}",228,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":3.43242660465,""volume_24h"":446672.971487889,""percent_change_1h"":-0.231958,""percent_change_24h"":-0.271693,""percent_change_7d"":35.5728,""market_cap"":70539160.57784556,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
1521,"Komodo","KMD","komodo",34,"2017-02-05T00:00:00.000Z","[""mineable"",""hybrid-dpow-pow"",""equihash"",""platform"",""atomic-swaps"",""enterprise-solutions""]",200000000,121901577.10519,121901577.10519,,125,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.570576828778,""volume_24h"":2697227.74920986,""percent_change_1h"":0.282839,""percent_change_24h"":3.07664,""percent_change_7d"":-5.81653,""market_cap"":69554215.28771615,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
1776,"MCO","MCO","crypto-com",54,"2017-07-03T00:00:00.000Z","[""medium-of-exchange""]",,15793831.0949625,31587682.3632061,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xb63b606ac810a52cca15e44bb630fd42d8d1d83d""}",126,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":4.37069893393,""volume_24h"":1372754.52797575,""percent_change_1h"":0.158581,""percent_change_24h"":2.44696,""percent_change_7d"":-4.78715,""market_cap"":69030080.72942308,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
3653,"Baer Chain","BRC","baer-chain",4,"2018-12-28T00:00:00.000Z","[]",580000000,174000000,580000000,,229,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.394194874556,""volume_24h"":2158.84840929008,""percent_change_1h"":7.6308,""percent_change_24h"":-21.4415,""percent_change_7d"":-91.7039,""market_cap"":68589908.172744,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
2349,"Mixin","XIN","mixin",8,"2018-01-09T00:00:00.000Z","[""marketplace"",""content-creation"",""wallet""]",1000000,521959.492492867,1000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xa974c709cfb4566686553a20790685a47aceaa33""}",230,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":131.23668569,""volume_24h"":1036396.99575961,""percent_change_1h"":-0.054885,""percent_change_24h"":-1.49274,""percent_change_7d"":-6.43832,""market_cap"":68500233.8591983,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
5600,"Attila","ATT","attila",4,"2020-05-18T00:00:00.000Z","[]",3000000000,450382736,3000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x89Fb927240750c1B15d4743cd58440fc5f14A11C""}",231,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":0.151792196881,""volume_24h"":310156.471909943,""percent_change_1h"":1.03273,""percent_change_24h"":0.384219,""percent_change_7d"":0.51253,""market_cap"":68364584.93471545,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
2319,"Qcash","QC","qcash",81,"2019-12-12T00:00:00.000Z","[""stablecoin""]",10000000000,460000200,10000000000,"{""id"":1684,""name"":""Qtum"",""symbol"":""QTUM"",""slug"":""qtum"",""token_address"":""f2033ede578e17fa6231047265010445bca8cf1c""}",232,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.147100559289,""volume_24h"":164991703.107253,""percent_change_1h"":0.0245358,""percent_change_24h"":0.0708574,""percent_change_7d"":0.55141,""market_cap"":67666286.69305186,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
5601,"xDai","STAKE","xdai",19,"2020-05-19T00:00:00.000Z","[""defi""]",8537500,2792641.7295262,8283800.6016604,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x0Ae055097C6d159879521C384F1D2123D1f195e6""}",127,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":24.0866856753,""volume_24h"":14058328.2945074,""percent_change_1h"":0.81555,""percent_change_24h"":-6.21278,""percent_change_7d"":22.3091,""market_cap"":67265483.54282373,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
5084,"PlayFuel","PLF","playfuel",27,"2019-12-30T00:00:00.000Z","[]",10000000000,500000000,10000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xaDA62f7CCd6af6cAcff04ACCBC4f56f3D4FFd4Ef""}",233,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.133747160603,""volume_24h"":8142059.4104396,""percent_change_1h"":24.6546,""percent_change_24h"":78.8703,""percent_change_7d"":168.617,""market_cap"":66873580.30149999,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
4268,"NewYork Exchange","NYE","newyork-exchange",4,"2019-08-20T00:00:00.000Z","[""services""]",600000000,7090059.86467391,375379190.784674,,234,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":9.17234929984,""volume_24h"":174730.351884978,""percent_change_1h"":-0.0620258,""percent_change_24h"":1.66826,""percent_change_7d"":-7.76366,""market_cap"":65032505.63556542,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
4644,"Poseidon Network","QQQ","poseidon-network",2,"2019-09-17T00:00:00.000Z","[]",,2152875407.6,21000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x2822f6D1B2f41F93f33d937bc7d84A8Dfa4f4C21""}",235,"2020-09-26T03:51:20.000Z","{""USD"":{""price"":0.0301453115902,""volume_24h"":536732.277403612,""percent_change_1h"":-0.100984,""percent_change_24h"":4.28969,""percent_change_7d"":16.2018,""market_cap"":64899099.97698083,""last_updated"":""2020-09-26T03:51:20.000Z""}}"
1230,"Steem","STEEM","steem",34,"2016-04-18T00:00:00.000Z","[""media"",""content-creation""]",,387009700.102,403983794.102,,128,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.167074650535,""volume_24h"":3399041.419741,""percent_change_1h"":0.17061,""percent_change_24h"":6.95795,""percent_change_7d"":-4.22541,""market_cap"":64659510.39819681,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
5115,"TerraKRW","KRT","terra-krw",3,"2020-01-15T00:00:00.000Z","[]",,76612896416.4329,76613625525.0387,,236,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.000843326079532,""volume_24h"":48376.4640013608,""percent_change_1h"":0.000764749,""percent_change_24h"":-0.793669,""percent_change_7d"":-1.16042,""market_cap"":64609653.57646157,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
2320,"Utrust","UTK","utrust",26,"2017-12-29T00:00:00.000Z","[""cybersecurity"",""payments"",""smart-contracts""]",,450000000,500000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x70a72833d6bf7f508c8224ce59ea1ef3d0ea3a38""}",129,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":0.14115546993,""volume_24h"":3352775.4751855,""percent_change_1h"":-0.305253,""percent_change_24h"":5.63772,""percent_change_7d"":-3.95442,""market_cap"":63519961.4685,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
6538,"Curve DAO Token","CRV","curve-dao-token",61,"2020-08-14T00:00:00.000Z","[""defi"",""yield-farming""]",,62676069.546406,1333613245.23907,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xD533a949740bb3306d119CC777fa900bA034cd52""}",130,"2020-09-26T03:51:28.000Z","{""USD"":{""price"":0.996428646064,""volume_24h"":55757316.363082,""percent_change_1h"":-0.632079,""percent_change_24h"":3.95287,""percent_change_7d"":-21.6819,""market_cap"":62452231.11873843,""last_updated"":""2020-09-26T03:51:28.000Z""}}"
1727,"Bancor","BNT","bancor",178,"2017-06-18T00:00:00.000Z","[""marketplace"",""decentralized-exchange"",""defi"",""payments""]",,69148529.1313958,69148529.1313958,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c""}",131,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":0.899648666233,""volume_24h"":66907240.1492481,""percent_change_1h"":-0.486045,""percent_change_24h"":11.3903,""percent_change_7d"":-7.59343,""market_cap"":62209382.00503398,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
268,"WhiteCoin","XWC","whitecoin",8,"2014-04-18T00:00:00.000Z","[""hybrid-pow-pos"",""scrypt""]",,250183629.19257,250183629.19257,,237,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.248027945985,""volume_24h"":48874.9447570101,""percent_change_1h"":0.323508,""percent_change_24h"":2.0574,""percent_change_7d"":-2.47144,""market_cap"":62052531.66770602,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
4705,"PAX Gold","PAXG","pax-gold",28,"2019-09-26T00:00:00.000Z","[]",,32649.169,32649.169,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x45804880de22913dafe09f4980848ece6ecbaf78""}",132,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":1867.85219454,""volume_24h"":1045714.05802838,""percent_change_1h"":-0.20313,""percent_change_24h"":-0.721435,""percent_change_7d"":-4.62653,""market_cap"":60983821.96655734,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
1698,"Horizen","ZEN","horizen",41,"2017-06-01T00:00:00.000Z","[""mineable"",""medium-of-exchange"",""content-creation"",""privacy""]",21000000,10020437.5,10020437.5,,133,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":5.98247968736,""volume_24h"":4424894.54628621,""percent_change_1h"":-0.170993,""percent_change_24h"":0.916261,""percent_change_7d"":-1.52787,""market_cap"":59947063.80221042,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2570,"TomoChain","TOMO","tomochain",40,"2018-03-08T00:00:00.000Z","[""mineable"",""platform""]",,75532875,100000000,,134,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.786741722319,""volume_24h"":20920913.1622258,""percent_change_1h"":3.0937,""percent_change_24h"":-11.6062,""percent_change_7d"":23.3302,""market_cap"":59424864.16920573,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
2499,"SwissBorg","CHSB","swissborg",10,"2018-02-02T00:00:00.000Z","[""asset-management"",""staking""]",,722155226.364276,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xba9d4199fab4f26efe3551d490e3821486f135ba""}",135,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":0.0810946376695,""volume_24h"":541198.601621033,""percent_change_1h"":0.122373,""percent_change_24h"":7.92073,""percent_change_7d"":-0.441728,""market_cap"":58562916.42314672,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
5234,"Metaverse Dualchain Network Architecture","DNA","metaverse-dualchain-network-architecture",15,"2020-02-15T00:00:00.000Z","[]",,17023603044,100000000000,,238,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.0033845263644,""volume_24h"":1424775.51498957,""percent_change_1h"":0.734662,""percent_change_24h"":1.81043,""percent_change_7d"":-8.26682,""market_cap"":57616833.31949809,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
2634,"XinFin Network","XDC","xinfin-network",18,"2018-04-12T00:00:00.000Z","[]",,12207299193,37607622037,,239,"2020-09-26T03:51:13.000Z","{""USD"":{""price"":0.00467487957914,""volume_24h"":4374062.37737819,""percent_change_1h"":-1.30243,""percent_change_24h"":-3.24073,""percent_change_7d"":-18.0888,""market_cap"":57067653.713807896,""last_updated"":""2020-09-26T03:51:13.000Z""}}"
5070,"Tap","XTP","tap",7,"2019-12-24T00:00:00.000Z","[]",,1231911016.18,10000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x6368e1E18c4C419DDFC608A0BEd1ccb87b9250fc""}",240,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.0462133549503,""volume_24h"":407932.049460976,""percent_change_1h"":0.316545,""percent_change_24h"":-1.6135,""percent_change_7d"":-20.3393,""market_cap"":56930741.057911105,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
3701,"RSK Infrastructure Framework","RIF","rsk-infrastructure-framework",13,"2019-01-16T00:00:00.000Z","[""services"",""payments""]",,645246678.347726,1000000000,"{""id"":3626,""name"":""RSK Smart Bitcoin"",""symbol"":""RBTC"",""slug"":""rsk-smart-bitcoin"",""token_address"":""0x2acc95758f8b5f583470ba265eb685a8f45fc9d5""}",136,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.08602558306,""volume_24h"":388845.108000269,""percent_change_1h"":0.2161,""percent_change_24h"":-0.269927,""percent_change_7d"":-9.20491,""market_cap"":55507721.722391404,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
4747,"Velas","VLX","velas",15,"2019-10-03T00:00:00.000Z","[]",,1411632215,2096815748,,137,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.0391427436674,""volume_24h"":2952292.32513682,""percent_change_1h"":0.0763609,""percent_change_24h"":-0.257441,""percent_change_7d"":-5.14974,""market_cap"":55255157.94438908,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
4066,"Chiliz","CHZ","chiliz",61,"2019-07-01T00:00:00.000Z","[""sports"",""content-creation"",""payments""]",,4920737860.66031,8888888888,"{""id"":4066,""name"":""Chiliz"",""symbol"":""CHZ"",""slug"":""chiliz"",""token_address"":""CHZ-ECD""}",138,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.0112259873304,""volume_24h"":4426498.52826534,""percent_change_1h"":0.403627,""percent_change_24h"":-0.0671407,""percent_change_7d"":-8.09772,""market_cap"":55240140.87999224,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
2299,"aelf","ELF","aelf",77,"2017-12-21T00:00:00.000Z","[""marketplace"",""enterprise-solutions""]",1000000000,544480199.986466,879999999.986466,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xbf2179859fc6d5bee9bf9158632dc51678a4100e""}",139,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.100614654386,""volume_24h"":12576420.9380482,""percent_change_1h"":-0.944408,""percent_change_24h"":3.11014,""percent_change_7d"":-9.27608,""market_cap"":54782687.14165844,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
1903,"HyperCash","HC","hypercash",29,"2017-08-20T00:00:00.000Z","[""mineable"",""marketplace"",""payments"",""state-channels""]",84000000,44800141.713052,44800141.713052,,140,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":1.22230492989,""volume_24h"":8274076.12745202,""percent_change_1h"":0.0298699,""percent_change_24h"":0.951174,""percent_change_7d"":-2.42376,""market_cap"":54759434.075634085,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
2467,"OriginTrail","TRAC","origintrail",11,"2018-01-25T00:00:00.000Z","[""logistics"",""enterprise-solutions"",""smart-contracts""]",,320614854.354867,500000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f""}",141,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":0.170154720199,""volume_24h"":273173.634811971,""percent_change_1h"":-4.96542,""percent_change_24h"":-1.99446,""percent_change_7d"":-17.9553,""market_cap"":54554130.83439553,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
1320,"Ardor","ARDR","ardor",27,"2016-07-23T00:00:00.000Z","[""platform"",""enterprise-solutions"",""state-channels""]",998999495,998999495,998999495,,142,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.0538638453705,""volume_24h"":2568135.31836049,""percent_change_1h"":0.0278666,""percent_change_24h"":3.1878,""percent_change_7d"":-18.3443,""market_cap"":53809954.32388759,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
3874,"IRISnet","IRIS","irisnet",29,"2019-04-18T00:00:00.000Z","[]",,836597104.102394,2002680600.63754,,143,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.0627169228725,""volume_24h"":4467378.16159611,""percent_change_1h"":-0.115355,""percent_change_24h"":2.92057,""percent_change_7d"":0.698371,""market_cap"":52468796.05334669,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
3063,"Vitae","VITAE","vitae",4,"2018-08-14T00:00:00.000Z","[""mineable"",""pos"",""medium-of-exchange"",""masternodes""]",100000000,19471178.434822,19731055.9795686,,241,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":2.69309599721,""volume_24h"":1142488.78681326,""percent_change_1h"":-0.208323,""percent_change_24h"":0.290615,""percent_change_7d"":2.44633,""market_cap"":52437752.7037808,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
3607,"VestChain","VEST","vestchain",3,"2018-11-15T00:00:00.000Z","[""platform"",""smart-contracts""]",,8420042616,8420042616,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x37f04d2c3ae075fad5483bb918491f656b12bdb6""}",242,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.0062198517528,""volume_24h"":79123.2847864508,""percent_change_1h"":1.77215,""percent_change_24h"":0.776949,""percent_change_7d"":-14.6555,""market_cap"":52371416.823778294,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
5620,"8X8 PROTOCOL","EXE","8x8-protocol",8,"2020-05-25T00:00:00.000Z","[]",880000000,310000000,880000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x412d397ddca07d753e3e0c61e367fb1b474b3e7d""}",243,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":0.168749283336,""volume_24h"":11612526.9587638,""percent_change_1h"":-0.302387,""percent_change_24h"":1.06934,""percent_change_7d"":-2.14839,""market_cap"":52312277.83416,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
5221,"Handshake ","HNS","handshake",17,"2020-02-22T00:00:00.000Z","[""distributed-computing"",""ipfs""]",2040000000,310223787.82733,310223787.82733,,144,"2020-09-26T03:51:23.000Z","{""USD"":{""price"":0.167722235225,""volume_24h"":605799.349662899,""percent_change_1h"":-1.31617,""percent_change_24h"":4.11106,""percent_change_7d"":-2.12028,""market_cap"":52031427.11436593,""last_updated"":""2020-09-26T03:51:23.000Z""}}"
2300,"WAX","WAXP","wax",22,"2017-12-21T00:00:00.000Z","[""media"",""collectibles-nfts"",""payments""]",,1344184526.14765,3707380638.04123,,145,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.0382865686756,""volume_24h"":538358.749716414,""percent_change_1h"":-0.00146047,""percent_change_24h"":2.11179,""percent_change_7d"":-0.743946,""market_cap"":51464213.173030846,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
2137,"Electroneum","ETN","electroneum",29,"2017-11-02T00:00:00.000Z","[""mineable"",""medium-of-exchange"",""wallet""]",21000000000,10194511821.61,10194511821.61,,146,"2020-09-26T03:51:08.000Z","{""USD"":{""price"":0.00504616014641,""volume_24h"":1043260.21081391,""percent_change_1h"":0.300377,""percent_change_24h"":3.72915,""percent_change_7d"":-0.706093,""market_cap"":51443139.26631399,""last_updated"":""2020-09-26T03:51:08.000Z""}}"
2424,"SingularityNET","AGI","singularitynet",14,"2018-01-18T00:00:00.000Z","[""marketplace"",""ai-big-data"",""payments""]",1000000000,851948187.074376,1000000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x8eb24319393716668d768dcec29356ae9cffe285""}",147,"2020-09-26T03:51:10.000Z","{""USD"":{""price"":0.0600213567585,""volume_24h"":1311326.53115253,""percent_change_1h"":-0.924265,""percent_change_24h"":15.3713,""percent_change_7d"":-10.6037,""market_cap"":51135086.07614841,""last_updated"":""2020-09-26T03:51:10.000Z""}}"
2346,"WaykiChain","WICC","waykichain",21,"2018-01-09T00:00:00.000Z","[""platform""]",,189000000,210000000,,148,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.269994278243,""volume_24h"":3281629.84939213,""percent_change_1h"":0.293834,""percent_change_24h"":2.81975,""percent_change_7d"":3.92898,""market_cap"":51028918.587927,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
6941,"Huobi BTC","HBTC","huobi-btc",1,"2020-09-08T00:00:00.000Z","[]",,4810.1666,4810.1666,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x0316EB71485b0Ab14103307bf65a021042c6d380""}",244,"2020-09-26T03:51:29.000Z","{""USD"":{""price"":10586.3585606,""volume_24h"":0,""percent_change_1h"":0,""percent_change_24h"":0.441131,""percent_change_7d"":-4.21109,""market_cap"":50922148.36382219,""last_updated"":""2020-09-26T03:51:29.000Z""}}"
3840,"1irstcoin","FST","1irstcoin",4,"2019-04-08T00:00:00.000Z","[""services""]",,34867168.70505,100000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x310c93dfc1c5e34cdf51678103f63c41762089cd""}",245,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":1.45523990124,""volume_24h"":93365.202751633,""percent_change_1h"":3.83582,""percent_change_24h"":1.11391,""percent_change_7d"":14.7852,""market_cap"":50740095.142855376,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
1343,"Stratis","STRAT","stratis",32,"2016-08-12T00:00:00.000Z","[""hybrid-pow-pos"",""x13"",""platform"",""enterprise-solutions""]",,99970644.1700452,99970644.1700452,,149,"2020-09-26T03:51:06.000Z","{""USD"":{""price"":0.497599539167,""volume_24h"":7592955.79132356,""percent_change_1h"":0.33815,""percent_change_24h"":25.1461,""percent_change_7d"":5.89537,""market_cap"":49745346.469242625,""last_updated"":""2020-09-26T03:51:06.000Z""}}"
3628,"MXC","MXC","mxc",12,"2018-12-06T00:00:00.000Z","[""iot"",""substrate""]",,2604838083.37832,2642132373,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x5ca381bbfb58f0092df149bd3d243b08b9a8386e""}",150,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.0189338672481,""volume_24h"":5380230.80290592,""percent_change_1h"":0.673253,""percent_change_24h"":-6.55129,""percent_change_7d"":-7.17679,""market_cap"":49319658.47348035,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
6216,"AXEL","AXEL","axel",3,"2020-08-05T00:00:00.000Z","[]",1000000000,261181770,758342865,,246,"2020-09-26T03:51:28.000Z","{""USD"":{""price"":0.187152519985,""volume_24h"":316313.889590358,""percent_change_1h"":0.621294,""percent_change_24h"":0.50287,""percent_change_7d"":-0.62809,""market_cap"":48880826.42964267,""last_updated"":""2020-09-26T03:51:28.000Z""}}"
5370,"Hive","HIVE","hive-blockchain",30,"2020-03-26T00:00:00.000Z","[]",,317385472.098,400755677.97,,151,"2020-09-26T03:51:24.000Z","{""USD"":{""price"":0.153721402989,""volume_24h"":2522850.26122525,""percent_change_1h"":-0.611616,""percent_change_24h"":1.76146,""percent_change_7d"":-10.9545,""market_cap"":48788940.05923067,""last_updated"":""2020-09-26T03:51:24.000Z""}}"
3773,"Fetch.ai","FET","fetch",42,"2019-03-02T00:00:00.000Z","[""technology"",""ai-big-data""]",1152997575,794846177.459598,1152997575,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x1d287cc25dad7ccaf76a26bc660c5f7c8e2a05bd""}",152,"2020-09-26T03:51:18.000Z","{""USD"":{""price"":0.061343132976,""volume_24h"":5703669.87890806,""percent_change_1h"":-1.25361,""percent_change_24h"":2.66659,""percent_change_7d"":-8.70294,""market_cap"":48758354.75936941,""last_updated"":""2020-09-26T03:51:18.000Z""}}"
1659,"Gnosis","GNO","gnosis-gno",36,"2017-05-01T00:00:00.000Z","[""services"",""prediction-markets""]",,1104590,10000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x6810e776880c02933d47db1b9fc05908e5386b96""}",153,"2020-09-26T03:51:07.000Z","{""USD"":{""price"":43.6873288484,""volume_24h"":312147.208599979,""percent_change_1h"":-0.0434185,""percent_change_24h"":5.74901,""percent_change_7d"":-20.763,""market_cap"":48256586.57265416,""last_updated"":""2020-09-26T03:51:07.000Z""}}"
2044,"Enigma","ENG","enigma",30,"2017-10-13T00:00:00.000Z","[""platform"",""privacy""]",,74836171.09,150000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xf0ee6b27b759c9893ce4f094b49ad28fd15a23e4""}",154,"2020-09-26T03:51:09.000Z","{""USD"":{""price"":0.627160519193,""volume_24h"":3664253.10003014,""percent_change_1h"":-0.0237731,""percent_change_24h"":21.4562,""percent_change_7d"":11.2265,""market_cap"":46934291.91522057,""last_updated"":""2020-09-26T03:51:09.000Z""}}"
4049,"Bitbook Gambling","BXK","bitbook-gambling",3,"2019-06-24T00:00:00.000Z","[""gambling"",""loyalty""]",,357687491.4,730756054.4,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0xeb6985acd6d0cbff60b88032b0b29ac1d9d66a1b""}",247,"2020-09-26T03:51:19.000Z","{""USD"":{""price"":0.130475951027,""volume_24h"":192416.040824834,""percent_change_1h"":-0.277176,""percent_change_24h"":0.272473,""percent_change_7d"":17.4867,""market_cap"":46669615.61087688,""last_updated"":""2020-09-26T03:51:19.000Z""}}"
2758,"Unibright","UBT","unibright",23,"2018-05-21T00:00:00.000Z","[]",,148799999.243493,150000000,"{""id"":1027,""name"":""Ethereum"",""symbol"":""ETH"",""slug"":""ethereum"",""token_address"":""0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e""}",155,"2020-09-26T03:51:14.000Z","{""USD"":{""price"":0.310910207777,""volume_24h"":1004225.74808795,""percent_change_1h"":2.52071,""percent_change_24h"":0.0258803,""percent_change_7d"":-10.5062,""market_cap"":46263438.68201185,""last_updated"":""2020-09-26T03:51:14.000Z""}}"
